Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Condition,Photo 1,Condition Ranking,Condition Point
RSP04587,7e5808d2-64d1-4a33-8d63-3126d31e1079,2021-11-23,-33.87355172,121.9006424,Esperance,Civil Crew Container Area,Ground,Maintenance Workshop External,Plant & Equipment,Workshop Equipment,Flammable Goods Cabinet,No,,103733,1,3 - Good,RSP04587_Q103733_20211123_01.jpg,Good,3
RSP04588,6c09a7e1-687a-428a-b24e-f4d3fc19a133,2021-11-01,-33.87258716,121.9010749,Esperance,Container Crane,Apex (Top),,Port Specific,Container Crane,Latch Hook,No,,100674,1,3 - Good,RSP04588_Q100674_20211101_01.jpg,Good,3
RSP04589,84ddd7e7-d17b-468d-819a-97dc1f449290,2021-11-01,-33.87258716,121.9010749,Esperance,Container Crane,Apex (Top),,Port Specific,Container Crane,Latch Hook,No,,100675,1,3 - Good,RSP04589_Q100675_20211101_01.jpg,Good,3
RSP04590,54a7a011-c2b0-49bf-ad7d-5624889b5202,2021-11-01,-33.87255404,121.9011158,Esperance,Container Crane,Apex (Top),,Electrical,Power Generation,Fuel Tank - Service Tank (Day Tank),No,,100678,1,3 - Good,RSP04590_Q100678_20211101_01.jpg,Good,3
RSP04591,fcf9b16e-806d-4255-be5f-726c2bbf2164,2021-11-01,-33.87255404,121.9011158,Esperance,Container Crane,Apex (Top),,Electrical,Power Generation,Fuel Tank - Service Tank (Day Tank),No,,100679,1,3 - Good,RSP04591_Q100679_20211101_01.jpg,Good,3
RSP04592,6ada0e58-8e3e-43f6-a4fc-c56cc054ef51,2021-11-01,-33.87258716,121.9010749,Esperance,Container Crane,Apex (Top),,Electrical,Lighting,Flood Light - LED,No,,,3,3 - Good,,Good,3
RSP04858,00a6346c-cf7a-4f5d-b615-58e6c71bcc05,2021-11-22,-33.8737399,121.903223,Esperance,Container Yard,Ground,,Building,Building,Building,No,,109055,1,3 - Good,RSP04858_Q109055_20211122_01.jpg,Good,3
RSP04859,54db4223-aba7-44d5-95ca-b5692d3b8926,2021-11-26,-33.872382,121.8986341,Esperance,CV04,Ground,,Building,Building,Building,No,,109034,1,3 - Good,RSP04859_Q109034_20211126_01.jpg,Good,3
RSP04860,46a36e94-9822-418c-a274-f9b801bd5c9c,2021-11-22,-33.87232856,121.8985114,Esperance,CV04,Level 2,,Electrical,Lighting,Fluorescent Light - Double,No,,,4,3 - Good,,Good,3
RSP04861,e791d2e6-d32e-45eb-95c1-ed92ddf1419f,2021-11-22,-33.87232856,121.8985114,Esperance,CV04,Level 2,,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,103665,1,3 - Good,RSP04861_Q103665_20211122_01.jpg,Good,3
RSP04862,9a061a48-c4ce-44c3-a0e6-fa3faca18efa,2021-11-22,-33.87241179,121.8987095,Esperance,CV04 Head End,Level 2,TT02,Port Specific,Conveyer,Audible Alert Device (Siren),No,109053,103664,1,4  - Fair,RSP04862_Q103664_20211122_01.jpg,Fair,4
RSP04863,256882bd-e64c-4d4a-a7b4-85e621cdc2ef,2021-11-22,-33.87241179,121.8987095,Esperance,CV04 Head End,Level 2,TT02,Port Specific,Conveyer,Electric Motor,No,109053,107505,1,4  - Fair,RSP04863_Q107505_20211122_01.jpg,Fair,4
RSP04864,886898b0-bfab-41c3-9d62-fd12272f76bb,2021-11-22,-33.87241179,121.8987095,Esperance,CV04 Head End,Level 2,TT02,Port Specific,Conveyer,Emergency Stop (button),No,109053,103663,1,4  - Fair,RSP04864_Q103663_20211122_01.jpg,Fair,4
RSP04865,80a23d32-27b6-40f5-86d7-bf07bdc98556,2021-11-22,-33.87241179,121.8987095,Esperance,CV04 Head End,Level 2,TT02,Port Specific,Conveyer,Gearbox,No,109053,107504,1,4  - Fair,RSP04865_Q107504_20211122_01.jpg,Fair,4
RSP04866,268aeb56-a097-47cd-bdf3-a69bf0900fd9,2021-11-22,-33.87241541,121.8987162,Esperance,CV04 Head End,Level 2,TT02,Port Specific,Conveyer,Position - Head End (motor and gearbox end),No,,109053,1,5 - Poor,RSP04866_Q109053_20211122_01.jpg,Poor,5
RSP04867,f16c8c24-e5ab-46ea-897a-736a0fe0b0c6,2021-11-11,-33.87267764,121.8988466,Esperance,CV09,Ground,,Electrical,Lighting,Flood Light,No,,,1,4 - Fair,RSP04867_20211111_01.jpg,Fair,4
RSP04868,65d74d1f-cae4-43c6-9602-6424c4ee412b,2021-11-11,-33.87267764,121.8988466,Esperance,CV09,Ground,,Electrical,Lighting,Flood Light - LED,No,,,1,3 - Good,RSP04868_20211111_01.jpg,Good,3
RSP04869,2d26f41e-61e2-4d23-bfae-c1e02c2eeec9,2021-11-15,-33.87241374,121.8983746,Esperance,CV09,Level 2,CV09 Head End,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP04870,9495afc5-1b88-4481-ac93-ab17932a3877,2021-11-11,-33.87266928,121.8989861,Esperance,CV09 Decline,Basement,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP04871,bae868df-3751-4026-b530-77df68e12421,2021-11-11,-33.87271883,121.8989646,Esperance,CV09 Decline,Basement,,Electrical,Lighting,Fluorescent Light - Double,No,,,11,3 - Good,,Good,3
RSP04872,63024d9d-5083-405a-bcdc-a2663c708d6d,2021-11-11,-33.87271995,121.8989372,Esperance,CV09 Decline,Basement,,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,101929,1,3 - Good,RSP04872_Q101929_20211111_01.jpg,Good,3
RSP04873,11da7edf-6ac3-4c47-a76e-1614c71594fb,2021-11-11,-33.87264952,121.8989378,Esperance,CV09 Decline,Basement,,Port Specific,Conveyer,Weightometer,No,,101931,1,3 - Good,RSP04873_Q101931_20211111_01.jpg,Good,3
RSP04874,39ceb5e8-ccf1-46c6-ad5c-b557b18726e4,2021-11-11,-33.87264952,121.8989378,Esperance,CV09 Decline,Basement,,Port Specific,Conveyer,Weightometer,No,,101930,1,3 - Good,RSP04874_Q101930_20211111_01.jpg,Good,3
RSP04881,084bd74e-e9ed-4a9d-a4a0-685f1d878a9d,2021-11-12,-33.87255379,121.8986036,Esperance,CV09 Incline,Ground,Underneath,Port Specific,Conveyer,Audible Alert Device (Siren),Yes,,101647,1,3 - Good,RSP04881_Q101647_20211112_01.jpg,Good,3
RSP04882,3588f880-6f56-4969-b809-3dc52e027f73,2021-11-12,-33.87255379,121.8986036,Esperance,CV09 Incline,Ground,Underneath,Port Specific,Conveyer,Emergency Stop (button),Yes,,101646,1,3 - Good,RSP04882_Q101646_20211112_01.jpg,Good,3
RSP04883,c820a281-10e8-4ff4-8f9b-86a9733bd19f,2021-11-12,-33.87251601,121.8985427,Esperance,CV09 Incline,Ground,Underneath,Plant & Equipment,Workshop Equipment,Power Tools,Yes,,,1,3 - Good,RSP04883_20211112_01.jpg,Good,3
RSP04884,ad19b6c4-f2fd-4449-9baa-31f2c517bace,2021-11-15,-33.87251256,121.8985838,Esperance,CV09 Incline,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP04885,8fca8cf7-25a2-48b2-91ef-96a9e03a0dd9,2021-11-15,-33.87251256,121.8985838,Esperance,CV09 Incline,Ground,,Electrical,Lighting,Fluorescent Light - Single,No,,,6,3 - Good,,Good,3
RSP04889,9a736cc8-e1ee-4ac5-8b82-e1b9d87b1b86,2021-11-15,-33.87238952,121.8985422,Esperance,CV11,Level 2,Near TT02,Electrical,Emergency Lighting,Emergency Light - Fluoro,No,,,2,3 - Good,,Good,3
RSP04890,a3bffc36-e293-4542-a208-c5b332a36c44,2021-11-15,-33.87238952,121.8985422,Esperance,CV11,Level 2,Near TT02,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP04891,47c55ad0-bc9d-4797-add6-2fca2fc6dfdd,2021-11-15,-33.87238952,121.8985422,Esperance,CV11,Level 2,Near TT02,Electrical,Lighting,Fluorescent Light - Double,No,,,4,3 - Good,,Good,3
RSP04892,01126535-2c30-4a8d-893a-fc91bd5c8382,2021-11-15,-33.87241708,121.8986082,Esperance,CV11,Level 2,Near TT02,Port Specific,Conveyer,Audible Alert Device (Siren),No,,103070,1,3 - Good,RSP04892_Q103070_20211115_01.jpg,Good,3
RSP04893,117dc79d-18d4-4cb5-a984-628643196856,2021-11-15,-33.87204211,121.8978203,Esperance,CV11,Level 2,,Building,Building,Building,No,,109386,1,3 - Good,RSP04893_Q109386_20211115_01.jpg,Good,3
RSP04898,f3d12064-e393-44a1-b2f7-a1694e112812,2021-10-28,-33.87175121,121.8965607,Esperance,CV12,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100562,1,3 - Good,,Good,3
RSP04899,823779d3-82c2-4499-ba4d-efa75f81b865,2021-10-28,-33.87188538,121.8964759,Esperance,CV12,Level 1,,Electrical,Lighting,Fluorescent Light - Double,No,,,8,3 - Good,,Good,3
RSP04900,b1e89cca-b295-4ac7-8f3e-3dbc198e82a9,2021-10-28,-33.8718041,121.8965342,Esperance,CV12,Level 1,,Port Specific,Conveyer,Audible Alert Device (Siren),No,,,1,3 - Good,RSP04900_20211028_01.jpg,Good,3
RSP04901,af98773c-7af3-4ca3-a9d3-b0168c43cc25,2021-10-28,-33.87173868,121.8965728,Esperance,CV12,Level 1,,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,100561,1,3 - Good,RSP04901_Q100561_20211028_01.jpg,Good,3
RSP04902,a9bb3c35-28d8-49db-94a0-c2c7378ef9ee,2021-11-05,-33.87175121,121.8966677,Esperance,CV15,Level 1,,Electrical,Lighting,Fluorescent Light - Double,No,,,5,3 - Good,,Good,3
RSP04903,2e79d7b6-a653-448c-8572-5762f2ddb5e1,2021-11-05,-33.87175121,121.8966677,Esperance,CV15,Level 1,,Electrical,Lighting,Fluorescent Light - Single,No,,,1,3 - Good,,Good,3
RSP04904,c0b5eefc-dd72-4b19-a0c3-68a4398a5dec,2021-11-05,-33.87175121,121.8966677,Esperance,CV15,Level 1,,Electrical,Lighting,Fluorescent Light - Single,No,,,1,3 - Good,,Good,3
RSP04905,9886450a-c114-4e78-bff1-e4449cca65be,2021-11-05,-33.87175121,121.8966677,Esperance,CV15,Level 1,,Electrical,Lighting,LED Light,No,,,1,3 - Good,,Good,3
RSP04906,46f2fdcd-16a9-4fc2-b9ea-bc93aebb0098,2021-11-05,-33.871786,121.8966335,Esperance,CV15,Level 1,,Port Specific,Conveyer,Audible Alert Device (Siren),No,,101245,1,3 - Good,RSP04906_Q101245_20211105_01.jpg,Good,3
RSP04908,1d46b885-a1a2-4cec-a083-a2440dbc655c,2021-11-05,-33.87153574,121.896777,Esperance,CV15 CV11 Transfer Enclosure,Level 2,CV15,Port Specific,Conveyer,Brake Assembly,No,,107335,1,3 - Good,RSP04908_Q107335_20211105_01.jpg,Good,3
RSP04909,26d48607-1b52-4f36-b0a7-dc40b3ff0be0,2021-11-05,-33.87153519,121.896788,Esperance,CV15 CV11 Transfer Enclosure,Level 2,CV15,Port Specific,Conveyer,Electric Motor,No,,107334,1,3 - Good,RSP04909_Q107334_20211105_01.jpg,Good,3
RSP04910,9aa80720-dccc-4736-99c0-f3897beaf4b0,2021-11-05,-33.87154159,121.8967706,Esperance,CV15 CV11 Transfer Enclosure,Level 2,CV15,Port Specific,Conveyer,Gearbox,No,,107336,1,3 - Good,RSP04910_Q107336_20211105_01.jpg,Good,3
RSP04911,6c7e0f3c-2b5f-44e8-9249-8b0980abc85a,2021-11-05,-33.87153213,121.896777,Esperance,CV15 CV11 Transfer Enclosure,Level 2,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101247,1,3 - Good,RSP04911_Q101247_20211105_01.jpg,Good,3
RSP04912,80b0700c-6416-493f-ba8f-c4d404752302,2021-11-05,-33.87153045,121.8967565,Esperance,CV15 CV11 Transfer Enclosure,Level 2,,Electrical,Lighting,Fluorescent Light - Double,No,,,3,3 - Good,,Good,3
RSP04917,48fb2622-c9f5-42a5-9182-17bb5f4bcedd,2021-10-28,-33.87114741,121.8967361,Esperance,CV16,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100455,1,3 - Good,,Good,3
RSP04918,83c19fa9-9dd7-425c-a8e8-6bceceafd35d,2021-10-28,-33.8713676,121.8967076,Esperance,CV16,Ground,,Electrical,Emergency Lighting,Emergency Light - Fluoro,No,,,1,3 - Good,,Good,3
RSP04919,21f29f7e-aea0-4ecd-a661-4c1adc0d09e9,2021-10-28,-33.8713676,121.8967076,Esperance,CV16,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,7,3 - Good,,Good,3
RSP04920,a316e7ee-60d7-41b6-8f83-6b009aa7f172,2021-10-28,-33.8713239,121.8966995,Esperance,CV16,Ground,,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,100456,1,3 - Good,RSP04920_Q100456_20211028_01.jpg,Good,3
RSP04921,e14a6496-ca52-4a78-8b1b-df2f39a4643e,2021-10-28,-33.87113265,121.8967227,Esperance,CV16,Ground,,Port Specific,Conveyer,Position - Head End (motor and gearbox end),No,,109239,1,3 - Good,RSP04921_Q109239_20211028_01.jpg,Good,3
RSP04922,d0e9432a-4157-4127-9a46-bb5644b7301c,2021-10-28,-33.87113516,121.896719,Esperance,CV17 CV16 Transfer Enclosure,Ground,CV16,Port Specific,Conveyer,Position - Tail End,No,,109237,1,3 - Good,RSP04922_Q109237_20211028_01.jpg,Good,3
RSP04923,51f1fd20-002c-448d-9dcf-4a99ed562512,2021-10-28,-33.87113516,121.896719,Esperance,CV17 CV16 Transfer Enclosure,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,107093,1,3 - Good,RSP04923_Q107093_20211028_01.jpg,Good,3
RSP04924,3eb8c5eb-dda5-4220-a096-108d158f886f,2021-10-28,-33.87113516,121.896719,Esperance,CV17 CV16 Transfer Enclosure,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100438,1,3 - Good,,Good,3
RSP04925,8dc9b328-94e4-4f4b-9730-4d82cdd6ed7a,2021-10-28,-33.87113878,121.8967196,Esperance,CV17 CV16 Transfer Enclosure,Ground,,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP04926,672711c1-e07e-4e08-a70a-5edba262352a,2021-10-28,-33.87112904,121.896728,Esperance,CV17 CV16 Transfer Enclosure,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,3,3 - Good,,Good,3
RSP04938,25c6daee-3c23-4a75-a0aa-014bf66174ca,2021-10-28,-33.87159615,121.8969637,Esperance,CV18,Ground,Between Shed 2 and TT7,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100553,1,3 - Good,RSP04938_Q100553_20211028_01.jpg,Good,3
RSP04939,df10a461-7772-4b5e-a67e-efbd86492970,2021-10-28,-33.87163318,121.8970408,Esperance,CV18,Ground,Between Shed 2 and TT7,Electrical,Emergency Lighting,Exit Light,No,,,2,3 - Good,,Good,3
RSP04940,5c27aee0-6937-42c5-9439-f029209fa218,2021-10-28,-33.87161536,121.8970184,Esperance,CV18,Ground,Between Shed 2 and TT7,Electrical,Lighting,Fluorescent Light - Double,No,,,13,3 - Good,,Good,3
RSP04941,8778310a-1b9f-44a8-b393-0bfd5ad0c653,2021-10-28,-33.87171001,121.8972189,Esperance,CV18,Ground,Between Shed 2 and TT7,Port Specific,Conveyer,Audible Alert Device (Siren),No,,,1,3 - Good,RSP04941_20211028_01.jpg,Good,3
RSP04942,7550546d-6923-423a-9bf7-33fadaff52ad,2021-10-28,-33.87161091,121.8970073,Esperance,CV18,Ground,Between Shed 2 and TT7,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,100554,1,3 - Good,RSP04942_Q100554_20211028_01.jpg,Good,3
RSP04945,7268c548-cb9a-47af-8ddb-feb24ab242ec,2021-10-29,-33.8717487,121.8976323,Esperance,CV21,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,4,3 - Good,,Good,3
RSP04946,0ea6d7fb-74bc-45cf-ae8b-1db56c3fb3c8,2021-10-29,-33.87173367,121.8976105,Esperance,CV21,Ground,,Port Specific,Conveyer,Audible Alert Device (Siren),No,,100668,1,3 - Good,RSP04946_Q100668_20211029_01.jpg,Good,3
RSP04947,ca25a246-7de4-4de4-bce6-ad4b82159433,2021-10-29,-33.87177209,121.8976832,Esperance,CV21,Ground,,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,100667,1,3 - Good,RSP04947_Q100667_20211029_01.jpg,Good,3
RSP04948,27a6fb2d-1193-4a2f-859c-4b45574e7062,2021-11-15,-33.87305622,121.8999765,Esperance,CV26,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103018,1,3 - Good,,Good,3
RSP04949,45aac39d-ce9c-436a-b5fd-78be09d25e61,2021-11-15,-33.87321155,121.9002954,Esperance,CV26,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103020,1,3 - Good,,Good,3
RSP04950,5e89f67a-58c5-4e2f-b3d2-94495539469a,2021-11-15,-33.8734053,121.9007158,Esperance,CV26,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103022,1,3 - Good,,Good,3
RSP04951,47b196d2-01d5-4acb-a6e5-c98def716c5f,2021-11-15,-33.87350857,121.9009384,Esperance,CV26,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103024,1,3 - Good,,Good,3
RSP04952,9ca8d907-a262-4b84-be68-8158e3a2f11f,2021-11-15,-33.87372069,121.9013354,Esperance,CV26,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103026,1,3 - Good,,Good,3
RSP04969,3de16e75-ed45-4d8f-8597-130d85f3cc75,2021-11-16,-33.87435815,121.9018527,Esperance,CV27,Level 2,,Building,Building,Building,No,,109003,1,3 - Good,RSP04969_Q109003_20211116_01.jpg,Good,3
RSP04970,36b0e0cd-6c05-4e5f-a01b-e668ada91c46,2021-11-16,-33.87478962,121.9015342,Esperance,CV27,Level 2,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103035,1,3 - Good,,Good,3
RSP04971,bc4ff73f-e670-4605-941d-2672af9397af,2021-11-16,-33.87463429,121.9016515,Esperance,CV27,Level 2,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103037,1,3 - Good,,Good,3
RSP04972,aba80a90-393a-425e-a261-e85e35cc4f0d,2021-11-16,-33.87441494,121.9018105,Esperance,CV27,Level 2,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103038,1,3 - Good,,Good,3
RSP04973,e5ffa2f0-f565-40e7-8810-9902264e31cf,2021-11-16,-33.87433394,121.9018762,Esperance,CV27,Level 2,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103040,1,3 - Good,,Good,3
RSP04979,9621c382-c4c4-40bb-b63a-8f9d38569f92,2021-10-25,-33.87585269,121.9007175,Esperance,CV28,Level 1,CV28,Electrical,Emergency Lighting,Exit Light,No,,,1,3 - Good,,Good,3
RSP04980,44fbeaf6-e031-4e68-8039-2b9b33a3de1f,2021-10-25,-33.87585269,121.9007175,Esperance,CV28,Level 1,CV28,Electrical,Lighting,Fluorescent Light - Double,No,,,14,3 - Good,,Good,3
RSP04981,de392979-ec49-497b-998c-e59e435013a7,2021-10-25,-33.87585269,121.9007175,Esperance,CV28,Level 1,CV28,Electrical,Lighting,Fluorescent Light - Single,No,,,1,3 - Good,,Good,3
RSP04982,a8f3ce9d-95de-4f31-9309-fa4f8d713f16,2021-10-25,-33.87576724,121.9007802,Esperance,CV28,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100197,1,3 - Good,,Good,3
RSP04983,96e66cb1-612c-4e2d-bd1f-f147699f025b,2021-10-25,-33.87580426,121.9007517,Esperance,CV28,Level 1,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100199,1,3 - Good,,Good,3
RSP04985,7a549bce-cf43-4fba-a606-bef58e5b6712,2021-10-22,-33.87555067,121.9009753,Esperance,CV30 Enclosure,Level 1,CV30,Port Specific,Conveyer,Emergency Stop - Lanyard Switching Enclosure,No,,100039,1,3 - Good,RSP04985_Q100039_20211022_01.jpg,Good,3
RSP04986,6be87a2e-b7bf-4cc3-a0c8-173b01f83a8e,2021-10-22,-33.87559298,121.9009602,Esperance,CV30 Enclosure,Level 1,CV30,Port Specific,Conveyer,Emergency Stop (button),No,,100038,1,3 - Good,RSP04986_Q100038_20211022_01.jpg,Good,3
RSP04987,0caa8024-af50-46ce-92a1-ed8bea9ee91d,2021-11-15,-33.87679244,121.9034315,Esperance,CV32,Ground,Underneath CV39 Head Chute,Hydraulics,Domestic Water,Water Meter,No,,101667,1,3 - Good,,Good,3
RSP04988,0d498d5f-3d1c-4563-8b98-9343270e4ab4,2021-11-15,-33.8767518,121.9034439,Esperance,CV32,Ground,Underneath CV39 Head Chute,Hydraulics,Domestic Water,Water Meter,No,,101668,1,3 - Good,,Good,3
RSP04989,078c624d-6376-48a9-9885-223f7fbc9b54,2021-11-15,-33.87250978,121.9062505,Esperance,CV32,Ground,,Building,Building,Building,No,,109382,1,3 - Good,RSP04989_Q109382_20211115_01.jpg,Good,3
RSP04990,ac7f9df7-cf32-4332-bd92-f037deeb62f3,2021-11-15,-33.87519743,121.9045564,Esperance,CV32,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101671,1,3 - Good,,Good,3
RSP04991,534e3262-b8bb-49a9-8ec4-5c90457419fd,2021-11-15,-33.87465461,121.9049295,Esperance,CV32,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101673,1,3 - Good,,Good,3
RSP05013,3e9bca05-f967-4485-b2f4-9bdebdc9bf75,2021-11-15,-33.87679968,121.9034459,Esperance,CV32 Tail End,Ground,,Port Specific,Conveyer,Audible Alert Device (Siren),No,,No QR Code,1,3 - Good,,Good,3
RSP05014,585bf2c9-8a39-47c2-a34c-0ca8de6f1ca5,2021-11-22,-33.87114128,121.9034077,Esperance,CV33,Ground,External,Security & Access,Security,CCTV Camera - Dome,No,,,2,3 - Good,RSP05014_20211122_01.jpg,Good,3
RSP05015,7c23b476-5f69-4f6c-8063-03490d7179e6,2021-11-15,-33.87592827,121.9041781,Esperance,CV33,Ground,External,Hydraulics,Domestic Water,Water Tank,Yes,,,1,3 - Good,RSP05015_20211115_01.jpg,Good,3
RSP05016,43421145-9d6f-4d45-8e59-68ba74e4d6aa,2021-11-15,-33.87671227,121.9034999,Esperance,CV33,Ground,,Building,Building,Building,No,,109383,1,3 - Good,RSP05016_Q109383_20211115_01.jpg,Good,3
RSP05017,5efa86c8-2a78-4378-baaa-284a4275b348,2021-11-15,-33.87162622,121.9044132,Esperance,CV33,Ground,,Electrical,Power Distribution,Mechanical Services Switch Board (MSSB),No,,101688,1,3 - Good,RSP05017_Q101688_20211115_01.jpg,Good,3
RSP05018,ce2e0ab0-b1eb-4ac6-ac39-b4ff9ea05169,2021-11-15,-33.87235639,121.9059448,Esperance,CV33,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101682,1,3 - Good,,Good,3
RSP05032,30815fbf-0cd2-4c14-a2a6-0582fb5f3707,2021-11-19,-33.86959687,121.9042867,Esperance,CV34,Ground,Beside MA4,Port Specific,Berth,Lifebuoy,Yes,,,1,3 - Good,,Good,3
RSP05033,0f5736ef-4dac-4901-8837-578cd533c281,2021-10-27,-33.87118889,121.9033333,Esperance,CV34,Ground,External East,Fire Equipment,EWIS,EWIS Speaker - Horn,No,,,1,3 - Good,,Good,3
RSP05034,08594ecb-cb05-4204-b9b9-0e16a12f5934,2021-10-27,-33.87110621,121.9033886,Esperance,CV34,Ground,External East,Fire Equipment,Fire Detection,Manual Call Point (Red Break Glass),No,,,1,3 - Good,RSP05034_20211027_01.jpg,Good,3
RSP05035,14f56d29-5935-4fc8-afd8-9a29b89095a5,2021-10-27,-33.87085233,121.9035506,Esperance,CV34,Ground,External East,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,RSP05035_20211027_01.jpg,Good,3
RSP05036,b6df60bb-a4b0-4de4-b97c-c0159a33b2d2,2021-10-27,-33.87110621,121.9033886,Esperance,CV34,Ground,External East,Safety & Medical Services,Medical Equipment,First Aid Kit,No,,100396,1,4  - Fair,RSP05036_Q100396_20211027_01.jpg,Fair,4
RSP05055,9bfbea36-1fbe-48bb-af3e-2bb684890468,2021-10-27,-33.8692856,121.9045862,Esperance,CV34 Head End,Ground,,Port Specific,Conveyer,Electric Motor,No,,109254,1,3 - Good,RSP05055_Q109254_20211027_01.jpg,Good,3
RSP05056,f8e01614-09e5-47cd-a61c-3b4160caa670,2021-10-27,-33.8692856,121.9045862,Esperance,CV34 Head End,Ground,,Port Specific,Conveyer,Electric Motor,No,,109255,1,3 - Good,RSP05056_Q109255_20211027_01.jpg,Good,3
RSP05057,c18e230f-6b85-4738-bf6b-3d8c16db73c4,2021-10-27,-33.86930202,121.904598,Esperance,CV34 Head End,Ground,,Port Specific,Conveyer,Emergency Stop (button),No,,100395,1,3 - Good,RSP05057_Q100395_20211027_01.jpg,Good,3
RSP05058,61ad2b50-318f-48fe-bd3e-6cdd0a656c2b,2021-10-27,-33.86929813,121.9046037,Esperance,CV34 Head End,Ground,,Port Specific,Conveyer,Emergency Stop (button),No,,100394,1,3 - Good,RSP05058_Q100394_20211027_01.jpg,Good,3
RSP05059,bb3e23a5-9ee2-407e-ac44-2c16bc48ead8,2021-10-27,-33.86927669,121.9045919,Esperance,CV34 Head End,Ground,,Port Specific,Conveyer,Gearbox,No,,107084,1,3 - Good,RSP05059_Q107084_20211027_01.jpg,Good,3
RSP05061,f063e557-2941-4619-82d9-1dc8c6885ca3,2021-10-27,-33.87107447,121.9033517,Esperance,CV34 Tail End,Ground,,Port Specific,Conveyer,Position - Tail End,No,,109232,1,3 - Good,RSP05061_Q109232_20211027_01.jpg,Good,3
